localita,dt,type,value
Carrara,2013-10-04,min,15
Carrara,2013-10-04,max,21
Carrara,2013-10-05,min,16
Carrara,2013-10-05,max,18
Carrara,2013-10-06,min,15
Carrara,2013-10-06,max,20
Carrara,2013-10-07,min,16
Carrara,2013-10-07,max,20
Carrara,2013-10-08,min,15
Carrara,2013-10-08,max,20
Carrara,2013-10-09,min,15
Carrara,2013-10-09,max,19
Carrara,2013-10-10,min,15
Carrara,2013-10-10,max,18
Carrara,2013-10-11,min,12
Carrara,2013-10-11,max,17
Carrara,2013-10-12,min,12
Carrara,2013-10-12,max,19
Carrara,2013-10-13,min,11
Carrara,2013-10-13,max,20
Carrara,2013-10-14,min,13
Carrara,2013-10-14,max,17
Carrara,2013-10-15,min,14
Carrara,2013-10-15,max,19
Carrara,2013-10-16,min,16
Carrara,2013-10-16,max,21
Carrara,2013-10-17,min,12
Carrara,2013-10-17,max,22
Carrara,2013-10-18,min,13
Carrara,2013-10-18,max,20
Carrara,2013-10-19,min,14
Carrara,2013-10-19,max,21
Carrara,2013-10-20,min,15
Carrara,2013-10-20,max,18
Carrara,2013-10-21,min,16
Carrara,2013-10-21,max,20
Carrara,2013-10-22,min,18
Carrara,2013-10-22,max,23
Carrara,2013-10-23,min,18
Carrara,2013-10-23,max,21
Carrara,2013-10-24,min,17
Carrara,2013-10-24,max,22
Carrara,2013-10-25,min,17
Carrara,2013-10-25,max,22
Carrara,2013-10-26,min,17
Carrara,2013-10-26,max,21
Carrara,2013-10-27,min,17
Carrara,2013-10-27,max,21
Carrara,2013-10-28,min,17
Carrara,2013-10-28,max,23
Carrara,2013-10-29,min,18
Carrara,2013-10-29,max,21
Carrara,2013-10-30,min,17
Carrara,2013-10-30,max,22
Carrara,2013-10-31,min,15
Carrara,2013-10-31,max,21
Carrara,2013-11-01,min,12
Carrara,2013-11-01,max,20
Carrara,2013-11-02,min,15
Carrara,2013-11-02,max,20
Carrara,2013-11-03,min,16
Carrara,2013-11-03,max,20
Carrara,2013-11-04,min,14
Carrara,2013-11-04,max,17
Carrara,2013-11-05,min,13
Carrara,2013-11-05,max,17
Carrara,2013-11-06,min,12
Carrara,2013-11-06,max,19
Carrara,2013-11-07,min,14
Carrara,2013-11-07,max,19
Carrara,2013-11-08,min,15
Carrara,2013-11-08,max,18
Carrara,2013-11-09,min,13
Carrara,2013-11-09,max,19
Carrara,2013-11-10,min,12
Carrara,2013-11-10,max,16
Carrara,2013-11-11,min,12
Carrara,2013-11-11,max,15
Carrara,2013-11-12,min,13
Carrara,2013-11-12,max,18
Carrara,2013-11-13,min,13
Carrara,2013-11-13,max,19
Carrara,2013-11-14,min,12
Carrara,2013-11-14,max,15
Carrara,2013-11-15,min,11
Carrara,2013-11-15,max,15
Carrara,2013-11-16,min,11
Carrara,2013-11-16,max,17
Carrara,2013-11-17,min,10
Carrara,2013-11-17,max,16
Carrara,2013-11-18,min,13
Carrara,2013-11-18,max,16
Carrara,2013-11-19,min,12
Carrara,2013-11-19,max,18
Carrara,2013-11-20,min,9
Carrara,2013-11-20,max,13
Carrara,2013-11-21,min,7
Carrara,2013-11-21,max,9
Carrara,2013-11-22,min,6
Carrara,2013-11-22,max,10
Carrara,2013-11-23,min,7
Carrara,2013-11-23,max,9
Carrara,2013-11-24,min,6
Carrara,2013-11-24,max,13
Carrara,2013-11-25,min,5
Carrara,2013-11-25,max,12
Carrara,2013-11-26,min,2
Carrara,2013-11-26,max,8
Carrara,2013-11-27,min,1
Carrara,2013-11-27,max,7
Carrara,2013-11-28,min,2
Carrara,2013-11-28,max,9
Carrara,2013-11-29,min,2
Carrara,2013-11-29,max,10
Carrara,2013-11-30,min,4
Carrara,2013-11-30,max,9
Carrara,2013-12-01,min,5
Carrara,2013-12-01,max,12
Carrara,2013-12-02,min,6
Carrara,2013-12-02,max,14
Carrara,2013-12-03,min,5
Carrara,2013-12-03,max,12
Carrara,2013-12-04,min,4
Carrara,2013-12-04,max,12
Carrara,2013-12-05,min,5
Carrara,2013-12-05,max,11
Carrara,2013-12-06,min,7
Carrara,2013-12-06,max,12
Carrara,2013-12-07,min,5
Carrara,2013-12-07,max,12
Carrara,2013-12-08,min,5
Carrara,2013-12-08,max,12
Carrara,2013-12-09,min,5
Carrara,2013-12-09,max,11
Carrara,2013-12-10,min,5
Carrara,2013-12-10,max,12
Carrara,2013-12-11,min,5
Carrara,2013-12-11,max,12
Carrara,2013-12-12,min,5
Carrara,2013-12-12,max,12
Carrara,2013-12-13,min,5
Carrara,2013-12-13,max,10
Carrara,2013-12-14,min,5
Carrara,2013-12-14,max,11
Carrara,2013-12-15,min,5
Carrara,2013-12-15,max,13
Carrara,2013-12-16,min,4
Carrara,2013-12-16,max,12
Carrara,2013-12-17,min,4
Carrara,2013-12-17,max,13
Carrara,2013-12-18,min,2
Carrara,2013-12-18,max,11
Carrara,2013-12-19,min,5
Carrara,2013-12-19,max,11
Carrara,2013-12-20,min,9
Carrara,2013-12-20,max,14
Carrara,2013-12-21,min,9
Carrara,2013-12-21,max,14
Carrara,2013-12-22,min,8
Carrara,2013-12-22,max,12
Carrara,2013-12-23,min,9
Carrara,2013-12-23,max,11
Carrara,2013-12-24,min,8
Carrara,2013-12-24,max,10
Carrara,2013-12-25,min,10
Carrara,2013-12-25,max,14
Carrara,2013-12-26,min,8
Carrara,2013-12-26,max,13
Carrara,2013-12-27,min,6
Carrara,2013-12-27,max,13
Carrara,2013-12-28,min,6
Carrara,2013-12-28,max,12
Carrara,2013-12-29,min,8
Carrara,2013-12-29,max,13
Carrara,2013-12-30,min,5
Carrara,2013-12-30,max,13
Carrara,2013-12-31,min,4
Carrara,2013-12-31,max,10
Carrara,2014-01-01,min,2
Carrara,2014-01-01,max,10
Carrara,2014-01-02,min,8
Carrara,2014-01-02,max,10
Carrara,2014-01-03,min,10
Carrara,2014-01-03,max,13
Carrara,2014-01-04,min,11
Carrara,2014-01-04,max,14
Carrara,2014-01-05,min,8
Carrara,2014-01-05,max,13
Carrara,2014-01-06,min,6
Carrara,2014-01-06,max,13
Carrara,2014-01-07,min,6
Carrara,2014-01-07,max,13
Carrara,2014-01-08,min,8
Carrara,2014-01-08,max,12
Carrara,2014-01-09,min,8
Carrara,2014-01-09,max,13
Carrara,2014-01-10,min,10
Carrara,2014-01-10,max,14
Carrara,2014-01-11,min,10
Carrara,2014-01-11,max,13
Carrara,2014-01-12,min,9
Carrara,2014-01-12,max,15
Carrara,2014-01-13,min,8
Carrara,2014-01-13,max,10
Carrara,2014-01-14,min,9
Carrara,2014-01-14,max,12
Carrara,2014-01-15,min,5
Carrara,2014-01-15,max,13
Carrara,2014-01-16,min,6
Carrara,2014-01-16,max,11
Carrara,2014-01-17,min,10
Carrara,2014-01-17,max,13
Carrara,2014-01-18,min,11
Carrara,2014-01-18,max,13
Carrara,2014-01-19,min,10
Carrara,2014-01-19,max,13
Carrara,2014-01-20,min,9
Carrara,2014-01-20,max,12
Carrara,2014-01-21,min,7
Carrara,2014-01-21,max,14
Carrara,2014-01-22,min,7
Carrara,2014-01-22,max,11
Carrara,2014-01-23,min,6
Carrara,2014-01-23,max,12
Carrara,2014-01-24,min,6
Carrara,2014-01-24,max,11
Carrara,2014-01-25,min,3
Carrara,2014-01-25,max,12
Carrara,2014-01-26,min,3
Carrara,2014-01-26,max,11
Carrara,2014-01-27,min,5
Carrara,2014-01-27,max,8
Carrara,2014-01-28,min,3
Carrara,2014-01-28,max,10
Carrara,2014-01-29,min,1
Carrara,2014-01-29,max,10
Carrara,2014-01-30,min,6
Carrara,2014-01-30,max,11
Carrara,2014-01-31,min,9
Carrara,2014-01-31,max,11
Carrara,2014-02-01,min,9
Carrara,2014-02-01,max,12
Carrara,2014-02-02,min,9
Carrara,2014-02-02,max,11
Carrara,2014-02-03,min,9
Carrara,2014-02-03,max,13
Carrara,2014-02-04,min,9
Carrara,2014-02-04,max,12
Carrara,2014-02-05,min,8
Carrara,2014-02-05,max,11
Carrara,2014-02-06,min,6
Carrara,2014-02-06,max,13
Carrara,2014-02-07,min,8
Carrara,2014-02-07,max,12
Carrara,2014-02-08,min,9
Carrara,2014-02-08,max,12
Carrara,2014-02-09,min,7
Carrara,2014-02-09,max,12
Carrara,2014-02-10,min,7
Carrara,2014-02-10,max,11
Carrara,2014-02-11,min,9
Carrara,2014-02-11,max,13
Carrara,2014-02-12,min,6
Carrara,2014-02-12,max,14
Carrara,2014-02-13,min,6
Carrara,2014-02-13,max,12
Carrara,2014-02-14,min,7
Carrara,2014-02-14,max,15
Carrara,2014-02-15,min,8
Carrara,2014-02-15,max,15
Carrara,2014-02-16,min,12
Carrara,2014-02-16,max,15
Carrara,2014-02-17,min,10
Carrara,2014-02-17,max,14
Carrara,2014-02-18,min,7
Carrara,2014-02-18,max,17
Carrara,2014-02-19,min,11
Carrara,2014-02-19,max,15
Carrara,2014-02-20,min,9
Carrara,2014-02-20,max,14
Carrara,2014-02-21,min,9
Carrara,2014-02-21,max,14
Carrara,2014-02-22,min,8
Carrara,2014-02-22,max,13
Carrara,2014-02-23,min,4
Carrara,2014-02-23,max,14
Carrara,2014-02-24,min,4
Carrara,2014-02-24,max,14
Carrara,2014-02-25,min,4
Carrara,2014-02-25,max,14
Carrara,2014-02-26,min,8
Carrara,2014-02-26,max,10
Carrara,2014-02-27,min,7
Carrara,2014-02-27,max,13
Carrara,2014-02-28,min,6
Carrara,2014-02-28,max,12
Carrara,2014-03-01,min,6
Carrara,2014-03-01,max,9
Carrara,2014-03-02,min,4
Carrara,2014-03-02,max,12
Carrara,2014-03-03,min,5
Carrara,2014-03-03,max,12
Carrara,2014-03-04,min,8
Carrara,2014-03-04,max,12
Carrara,2014-03-05,min,8
Carrara,2014-03-05,max,16
Carrara,2014-03-06,min,8
Carrara,2014-03-06,max,17
Carrara,2014-03-07,min,7
Carrara,2014-03-07,max,16
Carrara,2014-03-08,min,7
Carrara,2014-03-08,max,19
Carrara,2014-03-09,min,6
Carrara,2014-03-09,max,16
Carrara,2014-03-10,min,7
Carrara,2014-03-10,max,16
Carrara,2014-03-11,min,7
Carrara,2014-03-11,max,15
Carrara,2014-03-12,min,5
Carrara,2014-03-12,max,16
Carrara,2014-03-13,min,6
Carrara,2014-03-13,max,18
Carrara,2014-03-14,min,7
Carrara,2014-03-14,max,18
Carrara,2014-03-15,min,8
Carrara,2014-03-15,max,16
Carrara,2014-03-16,min,8
Carrara,2014-03-16,max,16
Carrara,2014-03-17,min,10
Carrara,2014-03-17,max,17
Carrara,2014-03-18,min,9
Carrara,2014-03-18,max,16
Carrara,2014-03-19,min,12
Carrara,2014-03-19,max,15
Carrara,2014-03-20,min,8
Carrara,2014-03-20,max,19
Carrara,2014-03-21,min,10
Carrara,2014-03-21,max,17
Carrara,2014-03-22,min,11
Carrara,2014-03-22,max,15
Carrara,2014-03-23,min,8
Carrara,2014-03-23,max,13
Carrara,2014-03-24,min,6
Carrara,2014-03-24,max,13
Carrara,2014-03-25,min,7
Carrara,2014-03-25,max,12
Carrara,2014-03-26,min,8
Carrara,2014-03-26,max,12
Carrara,2014-03-27,min,9
Carrara,2014-03-27,max,14
Carrara,2014-03-28,min,8
Carrara,2014-03-28,max,17
Carrara,2014-03-29,min,7
Carrara,2014-03-29,max,17
Carrara,2014-03-30,min,7
Carrara,2014-03-30,max,19
Carrara,2014-03-31,min,10
Carrara,2014-03-31,max,17
Carrara,2014-04-01,min,9
Carrara,2014-04-01,max,17
Carrara,2014-04-02,min,10
Carrara,2014-04-02,max,18
Carrara,2014-04-03,min,11
Carrara,2014-04-03,max,19
Carrara,2014-04-04,min,12
Carrara,2014-04-04,max,16
Carrara,2014-04-05,min,11
Carrara,2014-04-05,max,18
Carrara,2014-04-06,min,9
Carrara,2014-04-06,max,21
Carrara,2014-04-07,min,10
Carrara,2014-04-07,max,21
Carrara,2014-04-08,min,12
Carrara,2014-04-08,max,19
Carrara,2014-04-09,min,13
Carrara,2014-04-09,max,19
Carrara,2014-04-10,min,10
Carrara,2014-04-10,max,20
Carrara,2014-04-11,min,12
Carrara,2014-04-11,max,19
Carrara,2014-04-12,min,11
Carrara,2014-04-12,max,18
Carrara,2014-04-13,min,12
Carrara,2014-04-13,max,18
Carrara,2014-04-14,min,10
Carrara,2014-04-14,max,19
Carrara,2014-04-15,min,11
Carrara,2014-04-15,max,18
Carrara,2014-04-16,min,9
Carrara,2014-04-16,max,18
Carrara,2014-04-17,min,7
Carrara,2014-04-17,max,18
Carrara,2014-04-18,min,7
Carrara,2014-04-18,max,18
Carrara,2014-04-19,min,11
Carrara,2014-04-19,max,16
Carrara,2014-04-20,min,9
Carrara,2014-04-20,max,18
Carrara,2014-04-21,min,12
Carrara,2014-04-21,max,17
Carrara,2014-04-22,min,12
Carrara,2014-04-22,max,20
Carrara,2014-04-23,min,11
Carrara,2014-04-23,max,21
Carrara,2014-04-24,min,11
Carrara,2014-04-24,max,21
Carrara,2014-04-25,min,13
Carrara,2014-04-25,max,22
Carrara,2014-04-26,min,12
Carrara,2014-04-26,max,20
Carrara,2014-04-27,min,12
Carrara,2014-04-27,max,16
Carrara,2014-04-28,min,12
Carrara,2014-04-28,max,15
Carrara,2014-04-29,min,11
Carrara,2014-04-29,max,18
Carrara,2014-04-30,min,12
Carrara,2014-04-30,max,17
Carrara,2014-05-01,min,10
Carrara,2014-05-01,max,18
Carrara,2014-05-02,min,13
Carrara,2014-05-02,max,16
Carrara,2014-05-03,min,12
Carrara,2014-05-03,max,19
Carrara,2014-05-04,min,13
Carrara,2014-05-04,max,20
Carrara,2014-05-05,min,11
Carrara,2014-05-05,max,20
Carrara,2014-05-06,min,12
Carrara,2014-05-06,max,20
Carrara,2014-05-07,min,12
Carrara,2014-05-07,max,19
Carrara,2014-05-08,min,12
Carrara,2014-05-08,max,21
Carrara,2014-05-09,min,13
Carrara,2014-05-09,max,22
Carrara,2014-05-10,min,14
Carrara,2014-05-10,max,21
Carrara,2014-05-11,min,14
Carrara,2014-05-11,max,20
Carrara,2014-05-12,min,13
Carrara,2014-05-12,max,20
Carrara,2014-05-13,min,13
Carrara,2014-05-13,max,19
Carrara,2014-05-14,min,10
Carrara,2014-05-14,max,22
Carrara,2014-05-15,min,10
Carrara,2014-05-15,max,21
Carrara,2014-05-16,min,13
Carrara,2014-05-16,max,22
Carrara,2014-05-17,min,13
Carrara,2014-05-17,max,20
Carrara,2014-05-18,min,11
Carrara,2014-05-18,max,21
Carrara,2014-05-19,min,13
Carrara,2014-05-19,max,20
Carrara,2014-05-20,min,14
Carrara,2014-05-20,max,23
Carrara,2014-05-21,min,13
Carrara,2014-05-21,max,26
Carrara,2014-05-22,min,15
Carrara,2014-05-22,max,27
Carrara,2014-05-23,min,16
Carrara,2014-05-23,max,22
Carrara,2014-05-24,min,13
Carrara,2014-05-24,max,21
Carrara,2014-05-25,min,11
Carrara,2014-05-25,max,26
Carrara,2014-05-26,min,15
Carrara,2014-05-26,max,21
Carrara,2014-05-27,min,15
Carrara,2014-05-27,max,19
Carrara,2014-05-28,min,15
Carrara,2014-05-28,max,20
Carrara,2014-05-29,min,12
Carrara,2014-05-29,max,21
Carrara,2014-05-30,min,14
Carrara,2014-05-30,max,21
Carrara,2014-05-31,min,15
Carrara,2014-05-31,max,22
Carrara,2014-06-01,min,11
Carrara,2014-06-01,max,24
Carrara,2014-06-02,min,12
Carrara,2014-06-02,max,25
Carrara,2014-06-03,min,14
Carrara,2014-06-03,max,24
Carrara,2014-06-04,min,15
Carrara,2014-06-04,max,23
Carrara,2014-06-05,min,16
Carrara,2014-06-05,max,23
Carrara,2014-06-06,min,14
Carrara,2014-06-06,max,25
Carrara,2014-06-07,min,16
Carrara,2014-06-07,max,29
Carrara,2014-06-08,min,17
Carrara,2014-06-08,max,31
Carrara,2014-06-09,min,19
Carrara,2014-06-09,max,32
Carrara,2014-06-10,min,19
Carrara,2014-06-10,max,33
Carrara,2014-06-11,min,21
Carrara,2014-06-11,max,30
Carrara,2014-06-12,min,20
Carrara,2014-06-12,max,31
Carrara,2014-06-13,min,21
Carrara,2014-06-13,max,29
Carrara,2014-06-14,min,21
Carrara,2014-06-14,max,28
Carrara,2014-06-15,min,18
Carrara,2014-06-15,max,25
Carrara,2014-06-16,min,18
Carrara,2014-06-16,max,23
Carrara,2014-06-17,min,15
Carrara,2014-06-17,max,26
Carrara,2014-06-18,min,15
Carrara,2014-06-18,max,25
Carrara,2014-06-19,min,15
Carrara,2014-06-19,max,27
Carrara,2014-06-20,min,16
Carrara,2014-06-20,max,24
Carrara,2014-06-21,min,17
Carrara,2014-06-21,max,26
Carrara,2014-06-22,min,18
Carrara,2014-06-22,max,26
Carrara,2014-06-23,min,18
Carrara,2014-06-23,max,27
Carrara,2014-06-24,min,18
Carrara,2014-06-24,max,28
Carrara,2014-06-25,min,20
Carrara,2014-06-25,max,25
Carrara,2014-06-26,min,16
Carrara,2014-06-26,max,24
Carrara,2014-06-27,min,17
Carrara,2014-06-27,max,26
Carrara,2014-06-28,min,18
Carrara,2014-06-28,max,26
Carrara,2014-06-29,min,18
Carrara,2014-06-29,max,27
Carrara,2014-06-30,min,17
Carrara,2014-06-30,max,26
Carrara,2014-07-01,min,18
Carrara,2014-07-01,max,25
Carrara,2014-07-02,min,17
Carrara,2014-07-02,max,26
Carrara,2014-07-03,min,18
Carrara,2014-07-03,max,30
Carrara,2014-07-04,min,20
Carrara,2014-07-04,max,32
Carrara,2014-07-05,min,20
Carrara,2014-07-05,max,25
Carrara,2014-07-06,min,20
Carrara,2014-07-06,max,27
Carrara,2014-07-07,min,19
Carrara,2014-07-07,max,29
Carrara,2014-07-08,min,18
Carrara,2014-07-08,max,23
Carrara,2014-07-09,min,16
Carrara,2014-07-09,max,23
Carrara,2014-07-10,min,15
Carrara,2014-07-10,max,24
Carrara,2014-07-11,min,15
Carrara,2014-07-11,max,24
Carrara,2014-07-12,min,16
Carrara,2014-07-12,max,28
Carrara,2014-07-13,min,17
Carrara,2014-07-13,max,24
Carrara,2014-07-14,min,17
Carrara,2014-07-14,max,22
Carrara,2014-07-15,min,17
Carrara,2014-07-15,max,26
Carrara,2014-07-16,min,18
Carrara,2014-07-16,max,29
Carrara,2014-07-17,min,19
Carrara,2014-07-17,max,30
Carrara,2014-07-18,min,21
Carrara,2014-07-18,max,28
Carrara,2014-07-19,min,20
Carrara,2014-07-19,max,31
Carrara,2014-07-20,min,21
Carrara,2014-07-20,max,32
Carrara,2014-07-21,min,20
Carrara,2014-07-21,max,24
Carrara,2014-07-22,min,18
Carrara,2014-07-22,max,26
Carrara,2014-07-23,min,20
Carrara,2014-07-23,max,28
Carrara,2014-07-24,min,20
Carrara,2014-07-24,max,26
Carrara,2014-07-25,min,19
Carrara,2014-07-25,max,26
Carrara,2014-07-26,min,20
Carrara,2014-07-26,max,25
Carrara,2014-07-27,min,19
Carrara,2014-07-27,max,25
Carrara,2014-07-28,min,18
Carrara,2014-07-28,max,27
Carrara,2014-07-29,min,19
Carrara,2014-07-29,max,24
Carrara,2014-07-30,min,16
Carrara,2014-07-30,max,24
Carrara,2014-07-31,min,18
Carrara,2014-07-31,max,26
Carrara,2014-08-01,min,19
Carrara,2014-08-01,max,26
Carrara,2014-08-02,min,19
Carrara,2014-08-02,max,27
Carrara,2014-08-03,min,20
Carrara,2014-08-03,max,25
Carrara,2014-08-04,min,19
Carrara,2014-08-04,max,27
Carrara,2014-08-05,min,21
Carrara,2014-08-05,max,27
Carrara,2014-08-06,min,18
Carrara,2014-08-06,max,29
Carrara,2014-08-07,min,19
Carrara,2014-08-07,max,30
Carrara,2014-08-08,min,19
Carrara,2014-08-08,max,28
Carrara,2014-08-09,min,20
Carrara,2014-08-09,max,28
Carrara,2014-08-10,min,20
Carrara,2014-08-10,max,29
Carrara,2014-08-11,min,21
Carrara,2014-08-11,max,29
Carrara,2014-08-12,min,22
Carrara,2014-08-12,max,28
Carrara,2014-08-13,min,22
Carrara,2014-08-13,max,26
Carrara,2014-08-14,min,19
Carrara,2014-08-14,max,24
Carrara,2014-08-15,min,18
Carrara,2014-08-15,max,25
Carrara,2014-08-16,min,18
Carrara,2014-08-16,max,24
Carrara,2014-08-17,min,15
Carrara,2014-08-17,max,25
Carrara,2014-08-18,min,17
Carrara,2014-08-18,max,25
Carrara,2014-08-19,min,18
Carrara,2014-08-19,max,26
Carrara,2014-08-20,min,20
Carrara,2014-08-20,max,26
Carrara,2014-08-21,min,19
Carrara,2014-08-21,max,25
Carrara,2014-08-22,min,17
Carrara,2014-08-22,max,25
Carrara,2014-08-23,min,18
Carrara,2014-08-23,max,25
Carrara,2014-08-24,min,18
Carrara,2014-08-24,max,24
Carrara,2014-08-25,min,17
Carrara,2014-08-25,max,25
Carrara,2014-08-26,min,18
Carrara,2014-08-26,max,25
Carrara,2014-08-27,min,20
Carrara,2014-08-27,max,25
Carrara,2014-08-28,min,19
Carrara,2014-08-28,max,28
Carrara,2014-08-29,min,18
Carrara,2014-08-29,max,29
Carrara,2014-08-30,min,19
Carrara,2014-08-30,max,28
Carrara,2014-08-31,min,19
Carrara,2014-08-31,max,26
Carrara,2014-09-01,min,17
Carrara,2014-09-01,max,26
Carrara,2014-09-02,min,15
Carrara,2014-09-02,max,27
Carrara,2014-09-03,min,17
Carrara,2014-09-03,max,24
Carrara,2014-09-04,min,17
Carrara,2014-09-04,max,25
Carrara,2014-09-05,min,18
Carrara,2014-09-05,max,26
Carrara,2014-09-06,min,18
Carrara,2014-09-06,max,26
Carrara,2014-09-07,min,18
Carrara,2014-09-07,max,26
Carrara,2014-09-08,min,19
Carrara,2014-09-08,max,26
Carrara,2014-09-09,min,18
Carrara,2014-09-09,max,26
Carrara,2014-09-10,min,19
Carrara,2014-09-10,max,22
Carrara,2014-09-11,min,18
Carrara,2014-09-11,max,24
Carrara,2014-09-12,min,15
Carrara,2014-09-12,max,23
Carrara,2014-09-13,min,15
Carrara,2014-09-13,max,23
Carrara,2014-09-14,min,14
Carrara,2014-09-14,max,24
Carrara,2014-09-15,min,16
Carrara,2014-09-15,max,24
Carrara,2014-09-16,min,18
Carrara,2014-09-16,max,26
Carrara,2014-09-17,min,16
Carrara,2014-09-17,max,26
Carrara,2014-09-18,min,17
Carrara,2014-09-18,max,25
Carrara,2014-09-19,min,20
Carrara,2014-09-19,max,23
Carrara,2014-09-20,min,21
Carrara,2014-09-20,max,25
Carrara,2014-09-21,min,20
Carrara,2014-09-21,max,24
Carrara,2014-09-22,min,20
Carrara,2014-09-22,max,26
Carrara,2014-09-23,min,16
Carrara,2014-09-23,max,25
Carrara,2014-09-24,min,13
Carrara,2014-09-24,max,22
Carrara,2014-09-25,min,15
Carrara,2014-09-25,max,23
Carrara,2014-09-26,min,13
Carrara,2014-09-26,max,23
Carrara,2014-09-27,min,12
Carrara,2014-09-27,max,25
Carrara,2014-09-28,min,14
Carrara,2014-09-28,max,26
Carrara,2014-09-29,min,15
Carrara,2014-09-29,max,25
Carrara,2014-09-30,min,16
Carrara,2014-09-30,max,24
Carrara,2014-10-01,min,18
Carrara,2014-10-01,max,20
Carrara,2014-10-02,min,15
Carrara,2014-10-02,max,25
Carrara,2014-10-03,min,15
Carrara,2014-10-03,max,23
Carrara,2014-10-04,min,13
Carrara,2014-10-04,max,22
Carrara,2014-10-05,min,12
Carrara,2014-10-05,max,22
Carrara,2014-10-06,min,14
Carrara,2014-10-06,max,21
Carrara,2014-10-07,min,14
Carrara,2014-10-07,max,21
Carrara,2014-10-08,min,18
Carrara,2014-10-08,max,24
Carrara,2014-10-09,min,19
Carrara,2014-10-09,max,24
Carrara,2014-10-10,min,20
Carrara,2014-10-10,max,26
Carrara,2014-10-11,min,19
Carrara,2014-10-11,max,21
Carrara,2014-10-12,min,17
Carrara,2014-10-12,max,24
Carrara,2014-10-13,min,18
Carrara,2014-10-13,max,23
Carrara,2014-10-14,min,17
Carrara,2014-10-14,max,23
Carrara,2014-10-15,min,18
Carrara,2014-10-15,max,23
Carrara,2014-10-16,min,19
Carrara,2014-10-16,max,22
Carrara,2014-10-17,min,19
Carrara,2014-10-17,max,22
Carrara,2014-10-18,min,19
Carrara,2014-10-18,max,23
Carrara,2014-10-19,min,16
Carrara,2014-10-19,max,24
Carrara,2014-10-20,min,16
Carrara,2014-10-20,max,22
Carrara,2014-10-21,min,18
Carrara,2014-10-21,max,21
Carrara,2014-10-22,min,13
Carrara,2014-10-22,max,18
Carrara,2014-10-23,min,10
Carrara,2014-10-23,max,21
Carrara,2014-10-24,min,10
Carrara,2014-10-24,max,21
Carrara,2014-10-25,min,10
Carrara,2014-10-25,max,19
Carrara,2014-10-26,min,10
Carrara,2014-10-26,max,19
Carrara,2014-10-27,min,9
Carrara,2014-10-27,max,18
Carrara,2014-10-28,min,9
Carrara,2014-10-28,max,16
Carrara,2014-10-29,min,8
Carrara,2014-10-29,max,16
Carrara,2014-10-30,min,8
Carrara,2014-10-30,max,18
Carrara,2014-10-31,min,8
Carrara,2014-10-31,max,18
Carrara,2014-11-01,min,8
Carrara,2014-11-01,max,19
Carrara,2014-11-02,min,9
Carrara,2014-11-02,max,19
Carrara,2014-11-03,min,11
Carrara,2014-11-03,max,18
Carrara,2014-11-04,min,13
Carrara,2014-11-04,max,19
Carrara,2014-11-05,min,15
Carrara,2014-11-05,max,19
Carrara,2014-11-06,min,14
Carrara,2014-11-06,max,15
Carrara,2014-11-07,min,13
Carrara,2014-11-07,max,18
Carrara,2014-11-08,min,11
Carrara,2014-11-08,max,18
Carrara,2014-11-09,min,12
Carrara,2014-11-09,max,17
Carrara,2014-11-10,min,14
Carrara,2014-11-10,max,17
Carrara,2014-11-11,min,14
Carrara,2014-11-11,max,17
Carrara,2014-11-12,min,14
Carrara,2014-11-12,max,16
Carrara,2014-11-13,min,13
Carrara,2014-11-13,max,17
Carrara,2014-11-14,min,12
Carrara,2014-11-14,max,17
Carrara,2014-11-15,min,12
Carrara,2014-11-15,max,17
Carrara,2014-11-16,min,13
Carrara,2014-11-16,max,17
Carrara,2014-11-17,min,11
Carrara,2014-11-17,max,13
Carrara,2014-11-18,min,11
Carrara,2014-11-18,max,15
Carrara,2014-11-19,min,9
Carrara,2014-11-19,max,16
Carrara,2014-11-20,min,7
Carrara,2014-11-20,max,16
Carrara,2014-11-21,min,8
Carrara,2014-11-21,max,14
Carrara,2014-11-22,min,11
Carrara,2014-11-22,max,14
Carrara,2014-11-23,min,12
Carrara,2014-11-23,max,16
Carrara,2014-11-24,min,11
Carrara,2014-11-24,max,16
Carrara,2014-11-25,min,12
Carrara,2014-11-25,max,16
Carrara,2014-11-26,min,12
Carrara,2014-11-26,max,15
Carrara,2014-11-27,min,12
Carrara,2014-11-27,max,16
Carrara,2014-11-28,min,13
Carrara,2014-11-28,max,16
Carrara,2014-11-29,min,13
Carrara,2014-11-29,max,18
Carrara,2014-11-30,min,15
Carrara,2014-11-30,max,18
Carrara,2014-12-01,min,12
Carrara,2014-12-01,max,16
Carrara,2014-12-02,min,11
Carrara,2014-12-02,max,17
Carrara,2014-12-03,min,11
Carrara,2014-12-03,max,14
Carrara,2014-12-04,min,10
Carrara,2014-12-04,max,14
Carrara,2014-12-05,min,10
Carrara,2014-12-05,max,14
Carrara,2014-12-06,min,10
Carrara,2014-12-06,max,16
Carrara,2014-12-07,min,8
Carrara,2014-12-07,max,13
Carrara,2014-12-08,min,6
Carrara,2014-12-08,max,13
Carrara,2014-12-09,min,7
Carrara,2014-12-09,max,12
Carrara,2014-12-10,min,5
Carrara,2014-12-10,max,12
Carrara,2014-12-11,min,3
Carrara,2014-12-11,max,12
Carrara,2014-12-12,min,4
Carrara,2014-12-12,max,13
Carrara,2014-12-13,min,10
Carrara,2014-12-13,max,13
Carrara,2014-12-14,min,11
Carrara,2014-12-14,max,14
