localita,dt,type,value
Livorno,2016-09-19,max,23
Livorno,2016-09-20,min,17
Livorno,2016-09-20,max,24
Livorno,2016-09-21,min,18
Livorno,2016-09-21,max,23
Livorno,2016-09-22,min,17
Livorno,2016-09-22,max,24
Livorno,2016-09-23,min,16
Livorno,2016-09-23,max,25
Livorno,2016-09-24,min,16
Livorno,2016-09-24,max,25
Livorno,2016-09-25,min,16
Livorno,2016-09-25,max,24
Livorno,2016-09-26,min,16
Livorno,2016-09-26,max,26
Livorno,2016-09-27,min,17
Livorno,2016-09-27,max,26
Livorno,2016-09-28,min,17
Livorno,2016-09-28,max,25
Livorno,2016-09-29,min,17
Livorno,2016-09-29,max,24
Livorno,2016-09-30,min,17
Livorno,2016-09-30,max,24
Livorno,2016-10-01,min,17
Livorno,2016-10-01,max,24
Livorno,2016-10-02,min,18
Livorno,2016-10-02,max,23
Livorno,2016-10-03,min,19
Livorno,2016-10-03,max,24
Livorno,2016-10-04,min,17
Livorno,2016-10-04,max,24
Livorno,2016-10-05,min,15
Livorno,2016-10-05,max,23
Livorno,2016-10-06,min,13
Livorno,2016-10-06,max,19
Livorno,2016-10-07,min,15
Livorno,2016-10-07,max,21
Livorno,2016-10-08,min,14
Livorno,2016-10-08,max,18
Livorno,2016-10-09,min,14
Livorno,2016-10-09,max,19
Livorno,2016-10-10,min,13
Livorno,2016-10-10,max,18
Livorno,2016-10-11,min,11
Livorno,2016-10-11,max,14
Livorno,2016-10-12,min,7
Livorno,2016-10-12,max,18
Livorno,2016-10-13,min,11
Livorno,2016-10-13,max,17
Livorno,2016-10-14,min,14
Livorno,2016-10-14,max,26
Livorno,2016-10-15,min,15
Livorno,2016-10-15,max,20
Livorno,2016-10-16,min,15
Livorno,2016-10-16,max,20
Livorno,2016-10-17,min,15
Livorno,2016-10-17,max,21
Livorno,2016-10-18,min,15
Livorno,2016-10-18,max,21
Livorno,2016-10-19,min,15
Livorno,2016-10-19,max,21
Livorno,2016-10-20,min,14
Livorno,2016-10-20,max,19
Livorno,2016-10-21,min,12
Livorno,2016-10-21,max,17
Livorno,2016-10-22,min,12
Livorno,2016-10-22,max,18
Livorno,2016-10-23,min,13
Livorno,2016-10-23,max,18
Livorno,2016-10-24,min,15
Livorno,2016-10-24,max,22
Livorno,2016-10-25,min,18
Livorno,2016-10-25,max,23
Livorno,2016-10-26,min,16
Livorno,2016-10-26,max,22
Livorno,2016-10-27,min,14
Livorno,2016-10-27,max,22
Livorno,2016-10-28,min,13
Livorno,2016-10-28,max,20
Livorno,2016-10-29,min,11
Livorno,2016-10-29,max,20
Livorno,2016-10-30,min,12
Livorno,2016-10-30,max,21
Livorno,2016-10-31,min,13
Livorno,2016-10-31,max,20
Livorno,2016-11-01,min,12
Livorno,2016-11-01,max,19
Livorno,2016-11-02,min,15
Livorno,2016-11-02,max,19
Livorno,2016-11-03,min,15
Livorno,2016-11-03,max,20
Livorno,2016-11-04,min,13
Livorno,2016-11-04,max,19
Livorno,2016-11-05,min,14
Livorno,2016-11-05,max,20
Livorno,2016-11-06,min,14
Livorno,2016-11-06,max,20
Livorno,2016-11-07,min,13
Livorno,2016-11-07,max,17
Livorno,2016-11-08,min,9
Livorno,2016-11-08,max,15
Livorno,2016-11-09,min,6
Livorno,2016-11-09,max,14
Livorno,2016-11-10,min,8
Livorno,2016-11-10,max,14
Livorno,2016-11-11,min,8
Livorno,2016-11-11,max,16
Livorno,2016-11-12,min,7
Livorno,2016-11-12,max,14
Livorno,2016-11-13,min,7
Livorno,2016-11-13,max,13
Livorno,2016-11-14,min,10
Livorno,2016-11-14,max,14
Livorno,2016-11-15,min,7
Livorno,2016-11-15,max,13
Livorno,2016-11-16,min,5
Livorno,2016-11-16,max,14
Livorno,2016-11-17,min,8
Livorno,2016-11-17,max,15
Livorno,2016-11-18,min,13
Livorno,2016-11-18,max,18
Livorno,2016-11-19,min,14
Livorno,2016-11-19,max,17
Livorno,2016-11-20,min,13
Livorno,2016-11-20,max,18
Livorno,2016-11-21,min,14
Livorno,2016-11-21,max,19
Livorno,2016-11-22,min,14
Livorno,2016-11-22,max,19
Livorno,2016-11-23,min,15
Livorno,2016-11-23,max,19
Livorno,2016-11-24,min,13
Livorno,2016-11-24,max,17
Livorno,2016-11-25,min,12
Livorno,2016-11-25,max,18
Livorno,2016-11-26,min,10
Livorno,2016-11-26,max,17
Livorno,2016-11-27,min,9
Livorno,2016-11-27,max,16
Livorno,2016-11-28,min,7
Livorno,2016-11-28,max,15
Livorno,2016-11-29,min,4
Livorno,2016-11-29,max,10
Livorno,2016-11-30,min,2
Livorno,2016-11-30,max,10
Livorno,2016-12-01,min,4
Livorno,2016-12-01,max,12
Livorno,2016-12-02,min,11
Livorno,2016-12-02,max,14
Livorno,2016-12-03,min,9
Livorno,2016-12-03,max,14
Livorno,2016-12-04,min,9
Livorno,2016-12-04,max,14
Livorno,2016-12-05,min,9
Livorno,2016-12-05,max,15
Livorno,2016-12-06,min,9
Livorno,2016-12-06,max,16
Livorno,2016-12-07,min,8
Livorno,2016-12-07,max,17
Livorno,2016-12-08,min,6
Livorno,2016-12-08,max,16
Livorno,2016-12-09,min,6
Livorno,2016-12-09,max,14
Livorno,2016-12-10,min,8
Livorno,2016-12-10,max,14
Livorno,2016-12-11,min,11
Livorno,2016-12-11,max,14
Livorno,2016-12-12,min,9
Livorno,2016-12-12,max,15
Livorno,2016-12-13,min,7
Livorno,2016-12-13,max,14
Livorno,2016-12-14,min,8
Livorno,2016-12-14,max,12
Livorno,2016-12-15,min,8
Livorno,2016-12-15,max,17
Livorno,2016-12-16,min,6
Livorno,2016-12-16,max,13
Livorno,2016-12-17,min,4
Livorno,2016-12-17,max,13
Livorno,2016-12-18,min,4
Livorno,2016-12-18,max,11
Livorno,2016-12-19,min,7
Livorno,2016-12-19,max,11
Livorno,2016-12-20,min,9
Livorno,2016-12-20,max,11
Livorno,2016-12-21,min,10
Livorno,2016-12-21,max,16
Livorno,2016-12-22,min,9
Livorno,2016-12-22,max,15
Livorno,2016-12-23,min,7
Livorno,2016-12-23,max,15
Livorno,2016-12-24,min,5
Livorno,2016-12-24,max,14
Livorno,2016-12-25,min,6
Livorno,2016-12-25,max,14
Livorno,2016-12-26,min,7
Livorno,2016-12-26,max,14
Livorno,2016-12-27,min,9
Livorno,2016-12-27,max,15
Livorno,2016-12-28,min,6
Livorno,2016-12-28,max,16
Livorno,2016-12-29,min,5
Livorno,2016-12-29,max,11
Livorno,2016-12-30,min,4
Livorno,2016-12-30,max,10
Livorno,2016-12-31,min,4
Livorno,2016-12-31,max,11
Livorno,2017-01-01,min,3
Livorno,2017-01-01,max,12
Livorno,2017-01-02,min,9
Livorno,2017-01-02,max,14
Livorno,2017-01-03,min,5
Livorno,2017-01-03,max,13
Livorno,2017-01-04,min,2
Livorno,2017-01-04,max,10
Livorno,2017-01-05,min,4
Livorno,2017-01-05,max,10
Livorno,2017-01-06,min,-1
Livorno,2017-01-06,max,4
Livorno,2017-01-07,min,-1
Livorno,2017-01-07,max,4
Livorno,2017-01-08,min,0
Livorno,2017-01-08,max,6
Livorno,2017-01-09,min,1
Livorno,2017-01-09,max,9
Livorno,2017-01-10,min,3
Livorno,2017-01-10,max,7
Livorno,2017-01-11,min,1
Livorno,2017-01-11,max,7
Livorno,2017-01-12,min,3
Livorno,2017-01-12,max,11
Livorno,2017-01-13,min,7
Livorno,2017-01-13,max,14
Livorno,2017-01-14,min,5
Livorno,2017-01-14,max,9
Livorno,2017-01-15,min,4
Livorno,2017-01-15,max,7
Livorno,2017-01-16,min,3
Livorno,2017-01-16,max,7
Livorno,2017-01-17,min,3
Livorno,2017-01-17,max,6
Livorno,2017-01-18,min,4
Livorno,2017-01-18,max,6
Livorno,2017-01-19,min,3
Livorno,2017-01-19,max,9
Livorno,2017-01-20,min,3
Livorno,2017-01-20,max,10
Livorno,2017-01-21,min,2
Livorno,2017-01-21,max,11
Livorno,2017-01-22,min,5
Livorno,2017-01-22,max,10
Livorno,2017-01-23,min,7
Livorno,2017-01-23,max,13
Livorno,2017-01-24,min,7
Livorno,2017-01-24,max,15
Livorno,2017-01-25,min,5
Livorno,2017-01-25,max,15
Livorno,2017-01-26,min,2
Livorno,2017-01-26,max,13
Livorno,2017-01-27,min,5
Livorno,2017-01-27,max,12
Livorno,2017-01-28,min,7
Livorno,2017-01-28,max,13
Livorno,2017-01-29,min,7
Livorno,2017-01-29,max,14
Livorno,2017-01-30,min,6
Livorno,2017-01-30,max,12
Livorno,2017-01-31,min,8
Livorno,2017-01-31,max,13
Livorno,2017-02-01,min,10
Livorno,2017-02-01,max,14
Livorno,2017-02-02,min,12
Livorno,2017-02-02,max,14
Livorno,2017-02-03,min,12
Livorno,2017-02-03,max,15
Livorno,2017-02-04,min,11
Livorno,2017-02-04,max,15
Livorno,2017-02-05,min,11
Livorno,2017-02-05,max,15
Livorno,2017-02-06,min,9
Livorno,2017-02-06,max,11
Livorno,2017-02-07,min,8
Livorno,2017-02-07,max,14
Livorno,2017-02-08,min,8
Livorno,2017-02-08,max,12
Livorno,2017-02-09,min,8
Livorno,2017-02-09,max,11
Livorno,2017-02-10,min,6
Livorno,2017-02-10,max,12
Livorno,2017-02-11,min,7
Livorno,2017-02-11,max,15
Livorno,2017-02-12,min,9
Livorno,2017-02-12,max,17
Livorno,2017-02-13,min,9
Livorno,2017-02-13,max,16
Livorno,2017-02-14,min,8
Livorno,2017-02-14,max,16
Livorno,2017-02-15,min,7
Livorno,2017-02-15,max,15
Livorno,2017-02-16,min,6
Livorno,2017-02-16,max,14
Livorno,2017-02-17,min,9
Livorno,2017-02-17,max,14
Livorno,2017-02-18,min,8
Livorno,2017-02-18,max,14
Livorno,2017-02-19,min,5
Livorno,2017-02-19,max,14
Livorno,2017-02-20,min,7
Livorno,2017-02-20,max,14
Livorno,2017-02-21,min,7
Livorno,2017-02-21,max,15
Livorno,2017-02-22,min,8
Livorno,2017-02-22,max,15
Livorno,2017-02-23,min,10
Livorno,2017-02-23,max,14
Livorno,2017-02-24,min,12
Livorno,2017-02-24,max,14
Livorno,2017-02-25,min,8
Livorno,2017-02-25,max,14
Livorno,2017-02-26,min,5
Livorno,2017-02-26,max,14
Livorno,2017-02-27,min,6
Livorno,2017-02-27,max,14
Livorno,2017-02-28,min,10
Livorno,2017-02-28,max,14
Livorno,2017-03-01,min,10
Livorno,2017-03-01,max,15
Livorno,2017-03-02,min,10
Livorno,2017-03-02,max,16
Livorno,2017-03-03,min,11
Livorno,2017-03-03,max,16
Livorno,2017-03-04,min,11
Livorno,2017-03-04,max,15
Livorno,2017-03-05,min,9
Livorno,2017-03-05,max,14
Livorno,2017-03-06,min,10
Livorno,2017-03-06,max,14
Livorno,2017-03-07,min,11
Livorno,2017-03-07,max,16
Livorno,2017-03-08,min,8
Livorno,2017-03-08,max,16
Livorno,2017-03-09,min,7
Livorno,2017-03-09,max,15
Livorno,2017-03-10,min,8
Livorno,2017-03-10,max,20
Livorno,2017-03-11,min,7
Livorno,2017-03-11,max,16
Livorno,2017-03-12,min,6
Livorno,2017-03-12,max,14
Livorno,2017-03-13,min,7
Livorno,2017-03-13,max,17
Livorno,2017-03-14,min,9
Livorno,2017-03-14,max,15
Livorno,2017-03-15,min,8
Livorno,2017-03-15,max,18
Livorno,2017-03-16,min,9
Livorno,2017-03-16,max,16
Livorno,2017-03-17,min,9
Livorno,2017-03-17,max,16
Livorno,2017-03-18,min,11
Livorno,2017-03-18,max,16
Livorno,2017-03-19,min,10
Livorno,2017-03-19,max,17
Livorno,2017-03-20,min,11
Livorno,2017-03-20,max,16
Livorno,2017-03-21,min,11
Livorno,2017-03-21,max,16
Livorno,2017-03-22,min,12
Livorno,2017-03-22,max,16
Livorno,2017-03-23,min,13
Livorno,2017-03-23,max,17
Livorno,2017-03-24,min,13
Livorno,2017-03-24,max,19
Livorno,2017-03-25,min,11
Livorno,2017-03-25,max,21
Livorno,2017-03-26,min,10
Livorno,2017-03-26,max,15
Livorno,2017-03-27,min,9
Livorno,2017-03-27,max,16
Livorno,2017-03-28,min,8
Livorno,2017-03-28,max,16
Livorno,2017-03-29,min,8
Livorno,2017-03-29,max,16
Livorno,2017-03-30,min,10
Livorno,2017-03-30,max,17
Livorno,2017-03-31,min,12
Livorno,2017-03-31,max,17
Livorno,2017-04-01,min,10
Livorno,2017-04-01,max,18
Livorno,2017-04-02,min,12
Livorno,2017-04-02,max,17
Livorno,2017-04-03,min,12
Livorno,2017-04-03,max,21
Livorno,2017-04-04,min,12
Livorno,2017-04-04,max,19
Livorno,2017-04-05,min,11
Livorno,2017-04-05,max,20
Livorno,2017-04-06,min,9
Livorno,2017-04-06,max,16
Livorno,2017-04-07,min,9
Livorno,2017-04-07,max,17
Livorno,2017-04-08,min,11
Livorno,2017-04-08,max,18
Livorno,2017-04-09,min,10
Livorno,2017-04-09,max,18
Livorno,2017-04-10,min,11
Livorno,2017-04-10,max,19
Livorno,2017-04-11,min,12
Livorno,2017-04-11,max,18
Livorno,2017-04-12,min,11
Livorno,2017-04-12,max,20
Livorno,2017-04-13,min,13
Livorno,2017-04-13,max,19
Livorno,2017-04-14,min,10
Livorno,2017-04-14,max,19
Livorno,2017-04-15,min,14
Livorno,2017-04-15,max,19
Livorno,2017-04-16,min,12
Livorno,2017-04-16,max,19
Livorno,2017-04-17,min,13
Livorno,2017-04-17,max,20
Livorno,2017-04-18,min,11
Livorno,2017-04-18,max,19
Livorno,2017-04-19,min,8
Livorno,2017-04-19,max,15
Livorno,2017-04-20,min,6
Livorno,2017-04-20,max,15
Livorno,2017-04-21,min,6
Livorno,2017-04-21,max,15
Livorno,2017-04-22,min,8
Livorno,2017-04-22,max,16
Livorno,2017-04-23,min,13
Livorno,2017-04-23,max,17
Livorno,2017-04-24,min,12
Livorno,2017-04-24,max,18
Livorno,2017-04-25,min,13
Livorno,2017-04-25,max,17
Livorno,2017-04-26,min,15
Livorno,2017-04-26,max,18
Livorno,2017-04-27,min,13
Livorno,2017-04-27,max,18
Livorno,2017-04-28,min,13
Livorno,2017-04-28,max,15
Livorno,2017-04-29,min,9
Livorno,2017-04-29,max,18
Livorno,2017-04-30,min,10
Livorno,2017-04-30,max,18
Livorno,2017-05-01,min,10
Livorno,2017-05-01,max,17
Livorno,2017-05-02,min,12
Livorno,2017-05-02,max,17
Livorno,2017-05-03,min,14
Livorno,2017-05-03,max,17
Livorno,2017-05-04,min,13
Livorno,2017-05-04,max,17
Livorno,2017-05-05,min,13
Livorno,2017-05-05,max,19
Livorno,2017-05-06,min,13
Livorno,2017-05-06,max,20
Livorno,2017-05-07,min,15
Livorno,2017-05-07,max,18
Livorno,2017-05-08,min,12
Livorno,2017-05-08,max,19
Livorno,2017-05-09,min,13
Livorno,2017-05-09,max,19
Livorno,2017-05-10,min,11
Livorno,2017-05-10,max,20
Livorno,2017-05-11,min,14
Livorno,2017-05-11,max,22
Livorno,2017-05-12,min,15
Livorno,2017-05-12,max,21
Livorno,2017-05-13,min,16
Livorno,2017-05-13,max,20
Livorno,2017-05-14,min,14
Livorno,2017-05-14,max,20
Livorno,2017-05-15,min,14
Livorno,2017-05-15,max,21
Livorno,2017-05-16,min,15
Livorno,2017-05-16,max,25
Livorno,2017-05-17,min,15
Livorno,2017-05-17,max,25
Livorno,2017-05-18,min,16
Livorno,2017-05-18,max,25
Livorno,2017-05-19,min,17
Livorno,2017-05-19,max,23
Livorno,2017-05-20,min,15
Livorno,2017-05-20,max,20
Livorno,2017-05-21,min,14
Livorno,2017-05-21,max,23
Livorno,2017-05-22,min,14
Livorno,2017-05-22,max,23
Livorno,2017-05-23,min,16
Livorno,2017-05-23,max,23
Livorno,2017-05-24,min,16
Livorno,2017-05-24,max,22
Livorno,2017-05-25,min,18
Livorno,2017-05-25,max,24
Livorno,2017-05-26,min,18
Livorno,2017-05-26,max,25
Livorno,2017-05-27,min,17
Livorno,2017-05-27,max,24
Livorno,2017-05-28,min,18
Livorno,2017-05-28,max,26
Livorno,2017-05-29,min,18
Livorno,2017-05-29,max,25
Livorno,2017-05-30,min,18
Livorno,2017-05-30,max,25
Livorno,2017-05-31,min,18
Livorno,2017-05-31,max,26
Livorno,2017-06-01,min,18
Livorno,2017-06-01,max,25
Livorno,2017-06-02,min,17
Livorno,2017-06-02,max,24
Livorno,2017-06-03,min,18
Livorno,2017-06-03,max,24
Livorno,2017-06-04,min,19
Livorno,2017-06-04,max,24
Livorno,2017-06-05,min,19
Livorno,2017-06-05,max,25
Livorno,2017-06-06,min,20
Livorno,2017-06-06,max,24
Livorno,2017-06-07,min,20
Livorno,2017-06-07,max,23
Livorno,2017-06-08,min,17
Livorno,2017-06-08,max,26
Livorno,2017-06-09,min,19
Livorno,2017-06-09,max,26
Livorno,2017-06-10,min,19
Livorno,2017-06-10,max,25
Livorno,2017-06-11,min,20
Livorno,2017-06-11,max,28
Livorno,2017-06-12,min,21
Livorno,2017-06-12,max,27
Livorno,2017-06-13,min,21
Livorno,2017-06-13,max,26
Livorno,2017-06-14,min,20
Livorno,2017-06-14,max,26
Livorno,2017-06-15,min,20
Livorno,2017-06-15,max,27
Livorno,2017-06-16,min,21
Livorno,2017-06-16,max,27
Livorno,2017-06-17,min,21
Livorno,2017-06-17,max,31
Livorno,2017-06-18,min,22
Livorno,2017-06-18,max,29
Livorno,2017-06-19,min,20
Livorno,2017-06-19,max,30
Livorno,2017-06-20,min,21
Livorno,2017-06-20,max,27
Livorno,2017-06-21,min,20
Livorno,2017-06-21,max,27
Livorno,2017-06-22,min,20
Livorno,2017-06-22,max,27
Livorno,2017-06-23,min,22
Livorno,2017-06-23,max,27
Livorno,2017-06-24,min,23
Livorno,2017-06-24,max,28
Livorno,2017-06-25,min,24
Livorno,2017-06-25,max,28
Livorno,2017-06-26,min,23
Livorno,2017-06-26,max,28
Livorno,2017-06-27,min,23
Livorno,2017-06-27,max,30
Livorno,2017-06-28,min,20
Livorno,2017-06-28,max,27
Livorno,2017-06-29,min,20
Livorno,2017-06-29,max,25
Livorno,2017-06-30,min,20
Livorno,2017-06-30,max,23
Livorno,2017-07-01,min,18
Livorno,2017-07-01,max,23
Livorno,2017-07-02,min,16
Livorno,2017-07-02,max,26
Livorno,2017-07-03,min,20
Livorno,2017-07-03,max,27
Livorno,2017-07-04,min,20
Livorno,2017-07-04,max,27
Livorno,2017-07-05,min,20
Livorno,2017-07-05,max,27
Livorno,2017-07-06,min,20
Livorno,2017-07-06,max,28
Livorno,2017-07-07,min,21
Livorno,2017-07-07,max,28
Livorno,2017-07-08,min,21
Livorno,2017-07-08,max,29
Livorno,2017-07-09,min,22
Livorno,2017-07-09,max,29
Livorno,2017-07-10,min,23
Livorno,2017-07-10,max,26
Livorno,2017-07-11,min,21
Livorno,2017-07-11,max,28
Livorno,2017-07-12,min,22
Livorno,2017-07-12,max,29
Livorno,2017-07-13,min,23
Livorno,2017-07-13,max,29
Livorno,2017-07-14,min,22
Livorno,2017-07-14,max,28
Livorno,2017-07-15,min,21
Livorno,2017-07-15,max,30
Livorno,2017-07-16,min,23
Livorno,2017-07-16,max,30
Livorno,2017-07-17,min,19
Livorno,2017-07-17,max,27
Livorno,2017-07-18,min,22
Livorno,2017-07-18,max,28
Livorno,2017-07-19,min,21
Livorno,2017-07-19,max,28
Livorno,2017-07-20,min,21
Livorno,2017-07-20,max,28
Livorno,2017-07-21,min,20
Livorno,2017-07-21,max,29
Livorno,2017-07-22,min,23
Livorno,2017-07-22,max,28
Livorno,2017-07-23,min,22
Livorno,2017-07-23,max,29
Livorno,2017-07-24,min,23
Livorno,2017-07-24,max,26
Livorno,2017-07-25,min,23
Livorno,2017-07-25,max,27
Livorno,2017-07-26,min,21
Livorno,2017-07-26,max,27
Livorno,2017-07-27,min,21
Livorno,2017-07-27,max,27
Livorno,2017-07-28,min,22
Livorno,2017-07-28,max,28
Livorno,2017-07-29,min,22
Livorno,2017-07-29,max,27
Livorno,2017-07-30,min,22
Livorno,2017-07-30,max,28
Livorno,2017-07-31,min,22
Livorno,2017-07-31,max,30
Livorno,2017-08-01,min,23
Livorno,2017-08-01,max,32
Livorno,2017-08-02,min,24
Livorno,2017-08-02,max,32
Livorno,2017-08-03,min,23
Livorno,2017-08-03,max,32
Livorno,2017-08-04,min,23
Livorno,2017-08-04,max,31
Livorno,2017-08-05,min,22
Livorno,2017-08-05,max,31
Livorno,2017-08-06,min,23
Livorno,2017-08-06,max,29
Livorno,2017-08-07,min,23
Livorno,2017-08-07,max,30
Livorno,2017-08-08,min,23
Livorno,2017-08-08,max,31
Livorno,2017-08-09,min,25
Livorno,2017-08-09,max,29
Livorno,2017-08-10,min,24
Livorno,2017-08-10,max,27
Livorno,2017-08-11,min,23
Livorno,2017-08-11,max,25
Livorno,2017-08-12,min,18
Livorno,2017-08-12,max,25
Livorno,2017-08-13,min,21
Livorno,2017-08-13,max,28
Livorno,2017-08-14,min,21
Livorno,2017-08-14,max,28
Livorno,2017-08-15,min,21
Livorno,2017-08-15,max,28
Livorno,2017-08-16,min,20
Livorno,2017-08-16,max,29
Livorno,2017-08-17,min,21
Livorno,2017-08-17,max,30
Livorno,2017-08-18,min,22
Livorno,2017-08-18,max,29
Livorno,2017-08-19,min,22
Livorno,2017-08-19,max,28
Livorno,2017-08-20,min,20
Livorno,2017-08-20,max,29
Livorno,2017-08-21,min,20
Livorno,2017-08-21,max,29
Livorno,2017-08-22,min,20
Livorno,2017-08-22,max,28
Livorno,2017-08-23,min,19
Livorno,2017-08-23,max,27
Livorno,2017-08-24,min,21
Livorno,2017-08-24,max,28
Livorno,2017-08-25,min,20
Livorno,2017-08-25,max,27
Livorno,2017-08-26,min,20
Livorno,2017-08-26,max,28
Livorno,2017-08-27,min,19
Livorno,2017-08-27,max,28
Livorno,2017-08-28,min,20
Livorno,2017-08-28,max,28
Livorno,2017-08-29,min,21
Livorno,2017-08-29,max,33
Livorno,2017-08-30,min,21
Livorno,2017-08-30,max,28
Livorno,2017-08-31,min,21
Livorno,2017-08-31,max,28
Livorno,2017-09-01,min,21
Livorno,2017-09-01,max,27
Livorno,2017-09-02,min,20
Livorno,2017-09-02,max,25
Livorno,2017-09-03,min,14
Livorno,2017-09-03,max,24
Livorno,2017-09-04,min,15
Livorno,2017-09-04,max,25
Livorno,2017-09-05,min,16
Livorno,2017-09-05,max,25
Livorno,2017-09-06,min,19
Livorno,2017-09-06,max,24
Livorno,2017-09-07,min,20
Livorno,2017-09-07,max,25
Livorno,2017-09-08,min,19
Livorno,2017-09-08,max,25
Livorno,2017-09-09,min,19
Livorno,2017-09-09,max,25
Livorno,2017-09-10,min,17
Livorno,2017-09-10,max,22
Livorno,2017-09-11,min,17
Livorno,2017-09-11,max,23
Livorno,2017-09-12,min,19
Livorno,2017-09-12,max,23
Livorno,2017-09-13,min,16
Livorno,2017-09-13,max,23
Livorno,2017-09-14,min,18
Livorno,2017-09-14,max,24
Livorno,2017-09-15,min,19
Livorno,2017-09-15,max,24
Livorno,2017-09-16,min,17
Livorno,2017-09-16,max,22
Livorno,2017-09-17,min,17
Livorno,2017-09-17,max,22
Livorno,2017-09-18,min,16
Livorno,2017-09-18,max,22
Livorno,2017-09-19,min,14
Livorno,2017-09-19,max,20
Livorno,2017-09-20,min,14
Livorno,2017-09-20,max,21
Livorno,2017-09-21,min,13
Livorno,2017-09-21,max,21
Livorno,2017-09-22,min,13
Livorno,2017-09-22,max,22
Livorno,2017-09-23,min,15
Livorno,2017-09-23,max,21
Livorno,2017-09-24,min,16
Livorno,2017-09-24,max,20
Livorno,2017-09-25,min,15
Livorno,2017-09-25,max,22
Livorno,2017-09-26,min,14
Livorno,2017-09-26,max,23
Livorno,2017-09-27,min,15
Livorno,2017-09-27,max,23
Livorno,2017-09-28,min,15
Livorno,2017-09-28,max,23
Livorno,2017-09-29,min,14
Livorno,2017-09-29,max,23
Livorno,2017-09-30,min,15
Livorno,2017-09-30,max,23
Livorno,2017-10-01,min,16
Livorno,2017-10-01,max,19
Livorno,2017-10-02,min,16
Livorno,2017-10-02,max,23
Livorno,2017-10-03,min,14
Livorno,2017-10-03,max,22
Livorno,2017-10-04,min,16
Livorno,2017-10-04,max,23
Livorno,2017-10-05,min,16
Livorno,2017-10-05,max,22
Livorno,2017-10-06,min,17
Livorno,2017-10-06,max,23
Livorno,2017-10-07,min,12
Livorno,2017-10-07,max,21
Livorno,2017-10-08,min,12
Livorno,2017-10-08,max,21
Livorno,2017-10-09,min,13
Livorno,2017-10-09,max,22
Livorno,2017-10-10,min,13
Livorno,2017-10-10,max,22
Livorno,2017-10-11,min,15
Livorno,2017-10-11,max,21
Livorno,2017-10-12,min,14
Livorno,2017-10-12,max,22
Livorno,2017-10-13,min,15
Livorno,2017-10-13,max,21
Livorno,2017-10-14,min,13
Livorno,2017-10-14,max,22
Livorno,2017-10-15,min,13
Livorno,2017-10-15,max,21
Livorno,2017-10-16,min,12
Livorno,2017-10-16,max,22
Livorno,2017-10-17,min,11
Livorno,2017-10-17,max,22
Livorno,2017-10-18,min,13
Livorno,2017-10-18,max,21
Livorno,2017-10-19,min,13
Livorno,2017-10-19,max,21
Livorno,2017-10-20,min,13
Livorno,2017-10-20,max,21
Livorno,2017-10-21,min,14
Livorno,2017-10-21,max,21
Livorno,2017-10-22,min,16
Livorno,2017-10-22,max,21
Livorno,2017-10-23,min,10
Livorno,2017-10-23,max,20
Livorno,2017-10-24,min,9
Livorno,2017-10-24,max,21
Livorno,2017-10-25,min,10
Livorno,2017-10-25,max,21
Livorno,2017-10-26,min,12
Livorno,2017-10-26,max,21
Livorno,2017-10-27,min,13
Livorno,2017-10-27,max,20
Livorno,2017-10-28,min,11
Livorno,2017-10-28,max,20
Livorno,2017-10-29,min,10
Livorno,2017-10-29,max,20
Livorno,2017-10-30,min,11
Livorno,2017-10-30,max,21
Livorno,2017-10-31,min,11
Livorno,2017-10-31,max,19
Livorno,2017-11-01,min,9
Livorno,2017-11-01,max,19
Livorno,2017-11-02,min,11
Livorno,2017-11-02,max,18
Livorno,2017-11-03,min,15
Livorno,2017-11-03,max,18
Livorno,2017-11-04,min,13
Livorno,2017-11-04,max,19
Livorno,2017-11-05,min,13
Livorno,2017-11-05,max,17
Livorno,2017-11-06,min,12
Livorno,2017-11-06,max,16
Livorno,2017-11-07,min,9
Livorno,2017-11-07,max,12
Livorno,2017-11-08,min,9
Livorno,2017-11-08,max,15
Livorno,2017-11-09,min,9
Livorno,2017-11-09,max,14
Livorno,2017-11-10,min,10
Livorno,2017-11-10,max,18
Livorno,2017-11-11,min,7
Livorno,2017-11-11,max,16
Livorno,2017-11-12,min,10
Livorno,2017-11-12,max,16
Livorno,2017-11-13,min,7
Livorno,2017-11-13,max,14
Livorno,2017-11-14,min,5
Livorno,2017-11-14,max,15
Livorno,2017-11-15,min,9
Livorno,2017-11-15,max,13
Livorno,2017-11-16,min,9
Livorno,2017-11-16,max,15
Livorno,2017-11-17,min,7
Livorno,2017-11-17,max,14
Livorno,2017-11-18,min,8
Livorno,2017-11-18,max,15
Livorno,2017-11-19,min,6
Livorno,2017-11-19,max,15
Livorno,2017-11-20,min,6
Livorno,2017-11-20,max,15
Livorno,2017-11-21,min,10
Livorno,2017-11-21,max,15
Livorno,2017-11-22,min,10
Livorno,2017-11-22,max,16
Livorno,2017-11-23,min,10
Livorno,2017-11-23,max,17
Livorno,2017-11-24,min,11
Livorno,2017-11-24,max,16
Livorno,2017-11-25,min,13
Livorno,2017-11-25,max,16
Livorno,2017-11-26,min,7
Livorno,2017-11-26,max,14
Livorno,2017-11-27,min,4
Livorno,2017-11-27,max,12
Livorno,2017-11-28,min,4
Livorno,2017-11-28,max,11
Livorno,2017-11-29,min,8
Livorno,2017-11-29,max,13
Livorno,2017-11-30,min,5
