country,country_code,year_week,level,region,region_name,new_cases,tests_done,population,testing_rate,positivity_rate,testing_data_source
Austria,AT,2020-W15,national,AT,Austria,1838,12339,8901064,138.623876875843,14.8958586595348,Manual webscraping
Austria,AT,2020-W16,national,AT,Austria,684,58488,8901064,657.089983849122,1.16947066064834,Manual webscraping
Austria,AT,2020-W17,national,AT,Austria,448,33443,8901064,375.719127511048,1.33959273988578,Manual webscraping
Austria,AT,2020-W18,national,AT,Austria,312,26598,8901064,298.818208699544,1.17302052785924,Country website
Austria,AT,2020-W19,national,AT,Austria,264,42153,8901064,473.572597613049,0.626289943776244,Country website
Austria,AT,2020-W20,national,AT,Austria,335,46001,8901064,516.803384404381,0.728245038151345,Country website
Austria,AT,2020-W21,national,AT,Austria,265,39348,8901064,442.059511087663,0.673477686286469,Country website
Austria,AT,2020-W22,national,AT,Austria,195,46677,8901064,524.39798208394,0.417764637830195,Country website
Austria,AT,2020-W23,national,AT,Austria,227,41063,8901064,461.326870585359,0.552809098214938,Country website
Austria,AT,2020-W24,national,AT,Austria,172,35243,8901064,395.941429024665,0.488040178191414,Country website
Austria,AT,2020-W25,national,AT,Austria,248,15775,8901064,177.226003542947,1.57210776545166,Country website
Austria,AT,2020-W26,national,AT,Austria,335,61905,8901064,695.478652889138,0.541151764800905,Country website
Austria,AT,2020-W27,national,AT,Austria,641,45284,8901064,508.748167634791,1.41551099726173,Country website
Austria,AT,2020-W28,national,AT,Austria,596,48936,8901064,549.776970483529,1.21791727971228,Country website
Austria,AT,2020-W29,national,AT,Austria,784,51929,8901064,583.402164055893,1.50975370217027,Country website
Austria,AT,2020-W30,national,AT,Austria,872,99229,8901064,1114.79930938593,0.878775358010259,Country website
Austria,AT,2020-W31,national,AT,Austria,794,57416,8901064,645.046479836568,1.38288978681901,Country website
Austria,AT,2020-W32,national,AT,Austria,722,56554,8901064,635.362244333936,1.2766559394561,Country website
Austria,AT,2020-W33,national,AT,Austria,1462,56622,8901064,636.126197946673,2.58203525131574,Country website
Austria,AT,2020-W34,national,AT,Austria,1907,76497,8901064,859.414110492858,2.49290821862295,Country website
Austria,AT,2020-W35,national,AT,Austria,1941,77105,8901064,866.24475455968,2.51734647558524,Country website
Austria,AT,2020-W36,national,AT,Austria,2268,83733,8901064,940.707762577598,2.70860950879582,Country website
Austria,AT,2020-W37,national,AT,Austria,3997,86241,8901064,968.884169353237,4.63468651801347,Country website
Austria,AT,2020-W38,national,AT,Austria,5211,102617,8901064,1152.86217467934,5.0781059668476,Country website
Austria,AT,2020-W39,national,AT,Austria,4656,110816,8901064,1244.97475807387,4.20155934161132,Country website
Austria,AT,2020-W40,national,AT,Austria,5597,130874,8901064,1470.31860460727,4.27663248620811,Country website
Austria,AT,2020-W41,national,AT,Austria,7486,124663,8901064,1400.54042977334,6.00498945156141,TESSy
Austria,AT,2020-W42,national,AT,Austria,9903,129647,8901064,1456.53373574215,7.63843359275571,TESSy
Austria,AT,2020-W43,national,AT,Austria,18275,158997,8901064,1786.26959653363,11.4939275583816,TESSy
Austria,AT,2020-W44,national,AT,Austria,31614,167926,8901064,1886.58344665312,18.8261496135202,TESSy
Austria,AT,2020-W45,national,AT,Austria,44759,199567,8901064,2242.05780342665,22.4280567428483,TESSy
Austria,AT,2020-W46,national,AT,Austria,47880,215044,8901064,2415.9358926079,22.2652108405722,TESSy
Austria,AT,2020-W47,national,AT,Austria,40742,207745,8901064,2333.93445997018,19.6115429974247,TESSy
Austria,AT,2020-W48,national,AT,Austria,31162,196461,8901064,2207.16309870371,15.8616722911927,TESSy
Austria,AT,2020-W49,national,AT,Austria,23078,163770,8901064,1839.89239938057,14.0917139891311,TESSy
Austria,AT,2020-W50,national,AT,Austria,18701,162984,8901064,1831.06199438629,11.4741324301772,TESSy
Austria,AT,2020-W51,national,AT,Austria,14864,185766,8901064,2087.00892387697,8.0014642076591,TESSy
Austria,AT,2020-W52,national,AT,Austria,13340,163961,8901064,1842.0382102634,8.136081141247,TESSy
Austria,AT,2020-W53,national,AT,Austria,14896,127657,8901064,1434.17685795766,11.6687686535012,TESSy
Austria,AT,2021-W01,national,AT,Austria,14635,137035,8901064,1539.5350488436,10.6797533476849,TESSy
Austria,AT,2021-W02,national,AT,Austria,10948,911735,8901064,10242.9889280652,1.20078750952854,TESSy
Austria,AT,2021-W03,national,AT,Austria,10161,1144351,8901064,12856.3394218938,0.887926868591892,TESSy
Austria,AT,2021-W04,national,AT,Austria,9510,655713,8901064,7366.6811068879,1.45032964116923,TESSy
Austria,AT,2021-W05,national,AT,Austria,9116,960284,8901064,10788.4181037233,0.949302498011005,TESSy
Austria,AT,2021-W06,national,AT,Austria,9464,1477892,8901064,16603.543126979,0.640371556243623,TESSy
Austria,AT,2021-W07,national,AT,Austria,11637,1500910,8901064,16862.1414248903,0.775329633355764,TESSy
Austria,AT,2021-W08,national,AT,Austria,14203,1582385,8901064,17777.4814336803,0.897569175643096,TESSy
Austria,AT,2021-W09,national,AT,Austria,16339,1651867,8901064,18558.0847413298,0.989123216336424,TESSy
Austria,AT,2021-W10,national,AT,Austria,18231,1829934,8901064,20558.5983877883,0.99626543908141,TESSy
Austria,AT,2021-W11,national,AT,Austria,21093,1991339,8901064,22371.9209299023,1.05923702594084,TESSy
Austria,AT,2021-W12,national,AT,Austria,22319,2081325,8901064,23382.8787210158,1.07234574129461,TESSy
Austria,AT,2021-W13,national,AT,Austria,20786,2169545,8901064,24373.9961874221,0.95808107229857,TESSy
Austria,AT,2021-W14,national,AT,Austria,17608,2067620,8901064,23228.9083642135,0.851607161857595,TESSy
Austria,AT,2021-W15,national,AT,Austria,16819,2165967,8901064,24333.7987458578,0.776512292200204,TESSy
Austria,AT,2021-W16,national,AT,Austria,15047,2063585,8901064,23183.5767049872,0.729167928629061,TESSy
Austria,AT,2021-W17,national,AT,Austria,12533,1951838,8901064,21928.142523186,0.642112716321744,TESSy
Austria,AT,2021-W18,national,AT,Austria,9018,4889378,8901064,54930.2645166915,0.184440638461579,TESSy
Austria,AT,2021-W19,national,AT,Austria,5732,4060894,8901064,45622.568268243,0.141151184936125,TESSy
Austria,AT,2021-W20,national,AT,Austria,4155,5607426,8901064,62997.2551596079,0.074098169106467,TESSy
Austria,AT,2021-W21,national,AT,Austria,3159,3668103,8901064,41209.7138050013,0.086120809584682,TESSy
Austria,AT,2021-W22,national,AT,Austria,360,4859495,8901064,54594.5406077296,0.007408177187136,TESSy
Austria,AT,2021-W23,national,AT,Austria,0,5649558,8901064,63470.5918303699,0,TESSy
Austria,AT,2021-W24,national,AT,Austria,0,5665559,8901064,63650.356856214,0,TESSy
Austria,AT,2021-W25,national,AT,Austria,0,5452121,8901064,61252.4637504011,0,TESSy
Austria,AT,2021-W26,national,AT,Austria,353,4807705,8901064,54012.700054735,0.007342380616115,TESSy
Austria,AT,2021-W27,national,AT,Austria,1091,4072081,8901064,45748.2498721501,0.026792197895867,TESSy
Austria,AT,2021-W28,national,AT,Austria,2192,3403230,8901064,38233.9684334367,0.064409399305954,TESSy
Austria,AT,2021-W29,national,AT,Austria,2530,2807249,8901064,31538.3531676663,0.090123818727872,TESSy
Austria,AT,2021-W30,national,AT,Austria,3251,3220784,8901064,36184.2584212404,0.100938156672413,TESSy
Austria,AT,2021-W31,national,AT,Austria,3666,2714307,8901064,30494.1858636226,0.135062098723542,TESSy
Austria,AT,2021-W32,national,AT,Austria,5894,2584647,8901064,29037.5060779251,0.228038877262543,TESSy
Austria,AT,2021-W33,national,AT,Austria,8062,2771748,8901064,31139.513208758,0.290863382962665,TESSy
Austria,AT,2021-W34,national,AT,Austria,9438,2703030,8901064,30367.4931446398,0.349163716273959,TESSy
Austria,AT,2021-W35,national,AT,Austria,11305,2840922,8901064,31916.6562559263,0.397934191787033,TESSy
Austria,AT,2021-W36,national,AT,Austria,14051,3308862,8901064,37173.7805727495,0.424647507209427,TESSy
Austria,AT,2021-W37,national,AT,Austria,13737,2975110,8901064,33424.2063645425,0.461730826759347,TESSy
Austria,AT,2021-W38,national,AT,Austria,11746,3163381,8901064,35539.3579913592,0.371311580868697,TESSy
Austria,AT,2021-W39,national,AT,Austria,12593,3015264,8901064,33875.3209728635,0.417641705668227,TESSy
Austria,AT,2021-W40,national,AT,Austria,12779,3662031,8901064,41141.4972412287,0.348959361622007,TESSy
Austria,AT,2021-W41,national,AT,Austria,15353,3594537,8901064,40383.2283421398,0.427120377394919,TESSy
Austria,AT,2021-W42,national,AT,Austria,23871,3690879,8901064,41465.5933268203,0.6467565043449,TESSy
Austria,AT,2021-W43,national,AT,Austria,34634,3074257,8901064,34538.0844357484,1.12658115440576,TESSy
Austria,AT,2021-W44,national,AT,Austria,56681,4763048,8901064,53510.9959887942,1.19001530112651,TESSy
Austria,AT,2021-W45,national,AT,Austria,79312,4309646,8901064,48417.2004605292,1.84033677011987,TESSy
Austria,AT,2020-W50,subnational,AT11,Burgenland,421,3723,293433,1268.77345083886,11.3080848777867,TESSy
Austria,AT,2020-W51,subnational,AT11,Burgenland,361,3487,293433,1188.34623235969,10.3527387439059,TESSy
Austria,AT,2020-W52,subnational,AT11,Burgenland,325,3334,293433,1136.20485766768,9.74805038992202,TESSy
Austria,AT,2020-W53,subnational,AT11,Burgenland,425,3900,293433,1329.09386469824,10.8974358974359,TESSy
Austria,AT,2021-W01,subnational,AT11,Burgenland,409,3383,293433,1152.90372930107,12.0898610700562,TESSy
Austria,AT,2021-W02,subnational,AT11,Burgenland,334,13416,293433,4572.08289456196,2.48956469886702,TESSy
Austria,AT,2021-W03,subnational,AT11,Burgenland,307,74843,293433,25505.9928501566,0.410192001924028,TESSy
Austria,AT,2021-W04,subnational,AT11,Burgenland,269,28355,293433,9663.19398295352,0.948686298712749,TESSy
Austria,AT,2021-W05,subnational,AT11,Burgenland,284,41235,293433,14052.6116694441,0.688735297684006,TESSy
Austria,AT,2021-W06,subnational,AT11,Burgenland,324,60129,293433,20491.5602539592,0.538841490794791,TESSy
Austria,AT,2021-W07,subnational,AT11,Burgenland,424,73605,293433,25084.0907464396,0.576047822838122,TESSy
Austria,AT,2021-W08,subnational,AT11,Burgenland,546,71927,293433,24512.2395913207,0.759102979409679,TESSy
Austria,AT,2021-W09,subnational,AT11,Burgenland,642,67147,293433,22883.2476238187,0.956111218669486,TESSy
Austria,AT,2021-W10,subnational,AT11,Burgenland,733,72432,293433,24684.3402071342,1.01198365363375,TESSy
Austria,AT,2021-W11,subnational,AT11,Burgenland,725,70879,293433,24155.0882143454,1.02286996148366,TESSy
Austria,AT,2021-W12,subnational,AT11,Burgenland,861,85688,293433,29201.8961739136,1.00480814116329,TESSy
Austria,AT,2021-W13,subnational,AT11,Burgenland,649,78730,293433,26830.6564019725,0.824336339387781,TESSy
Austria,AT,2021-W14,subnational,AT11,Burgenland,539,75529,293433,25739.777053024,0.713633174012631,TESSy
Austria,AT,2021-W15,subnational,AT11,Burgenland,364,82808,293433,28220.4114738288,0.439571055936625,TESSy
Austria,AT,2021-W16,subnational,AT11,Burgenland,328,92054,293433,31371.3863130595,0.3563125991266,TESSy
Austria,AT,2021-W17,subnational,AT11,Burgenland,247,88162,293433,30045.0187947504,0.280166057938795,TESSy
Austria,AT,2021-W18,subnational,AT11,Burgenland,152,201287,293433,68597.2607034655,0.07551406697899,TESSy
Austria,AT,2021-W19,subnational,AT11,Burgenland,94,165872,293433,56528.0660321095,0.056670203530433,TESSy
Austria,AT,2021-W20,subnational,AT11,Burgenland,83,237326,293433,80879.1103931732,0.034972990738478,TESSy
Austria,AT,2021-W21,subnational,AT11,Burgenland,64,154256,293433,52569.4110751006,0.041489472046468,TESSy
Austria,AT,2021-W22,subnational,AT11,Burgenland,30,176926,293433,60295.1951552825,0.01695624159253,TESSy
Austria,AT,2021-W23,subnational,AT11,Burgenland,32,217977,293433,74285.1008577767,0.014680447937168,TESSy
Austria,AT,2021-W24,subnational,AT11,Burgenland,34,198513,293433,67651.9000930366,0.01712734178618,TESSy
Austria,AT,2021-W25,subnational,AT11,Burgenland,32,180286,293433,61440.2606387148,0.017749575674207,TESSy
Austria,AT,2021-W26,subnational,AT11,Burgenland,27,178673,293433,60890.5610480076,0.015111404633045,TESSy
Austria,AT,2021-W27,subnational,AT11,Burgenland,24,126039,293433,42953.2465673595,0.019041725180301,TESSy
Austria,AT,2021-W28,subnational,AT11,Burgenland,24,118628,293433,40427.6274311342,0.020231311326163,TESSy
Austria,AT,2021-W29,subnational,AT11,Burgenland,36,97179,293433,33117.9519685925,0.03704504059519,TESSy
Austria,AT,2021-W30,subnational,AT11,Burgenland,64,107866,293433,36760.0099511643,0.059332875975748,TESSy
Austria,AT,2021-W31,subnational,AT11,Burgenland,54,75771,293433,25822.2490312951,0.071267371421784,TESSy
Austria,AT,2021-W32,subnational,AT11,Burgenland,121,79709,293433,27164.2930413416,0.151802180431319,TESSy
Austria,AT,2021-W33,subnational,AT11,Burgenland,160,88316,293433,30097.5009627411,0.181167625345351,TESSy
Austria,AT,2021-W34,subnational,AT11,Burgenland,195,86897,293433,29613.9152719701,0.224403604267121,TESSy
Austria,AT,2021-W35,subnational,AT11,Burgenland,285,91966,293433,31341.3965027792,0.309897135898049,TESSy
Austria,AT,2021-W36,subnational,AT11,Burgenland,284,107385,293433,36596.0883745182,0.264468966801695,TESSy
Austria,AT,2021-W37,subnational,AT11,Burgenland,293,91388,293433,31144.4179761649,0.320611021140631,TESSy
Austria,AT,2021-W38,subnational,AT11,Burgenland,183,91724,293433,31258.9245245082,0.1995115782129,TESSy
Austria,AT,2021-W39,subnational,AT11,Burgenland,242,82903,293433,28252.7868371996,0.291907409864541,TESSy
Austria,AT,2021-W40,subnational,AT11,Burgenland,286,105638,293433,36000.7224817931,0.270735909426532,TESSy
Austria,AT,2021-W41,subnational,AT11,Burgenland,276,104700,293433,35681.0583676683,0.263610315186246,TESSy
Austria,AT,2021-W42,subnational,AT11,Burgenland,474,103384,293433,35232.5743866573,0.458484871933762,TESSy
Austria,AT,2021-W43,subnational,AT11,Burgenland,759,99510,293433,33912.3411477237,0.762737413325294,TESSy
Austria,AT,2021-W44,subnational,AT11,Burgenland,1540,145597,293433,49618.4819021719,1.05771410125209,TESSy
Austria,AT,2021-W45,subnational,AT11,Burgenland,1833,127338,293433,43395.9370622936,1.43947604014513,TESSy
Austria,AT,2020-W50,subnational,AT12,Niederösterreich,3044,37411,1677542,2230.10809863479,8.13664430247788,TESSy
Austria,AT,2020-W51,subnational,AT12,Niederösterreich,2574,40996,1677542,2443.81362731902,6.27866133281296,TESSy
Austria,AT,2020-W52,subnational,AT12,Niederösterreich,2266,35963,1677542,2143.79133279525,6.30092039040125,TESSy
Austria,AT,2020-W53,subnational,AT12,Niederösterreich,2564,35297,1677542,2104.09038939115,7.26407343400289,TESSy
Austria,AT,2021-W01,subnational,AT12,Niederösterreich,2530,43217,1677542,2576.20971635882,5.85417775412453,TESSy
Austria,AT,2021-W02,subnational,AT12,Niederösterreich,2026,97152,1677542,5791.33041080343,2.08539196310935,TESSy
Austria,AT,2021-W03,subnational,AT12,Niederösterreich,1858,587473,1677542,35019.8683550099,0.316269854103933,TESSy
Austria,AT,2021-W04,subnational,AT12,Niederösterreich,1706,54758,1677542,3264.18056895148,3.11552649841119,TESSy
Austria,AT,2021-W05,subnational,AT12,Niederösterreich,1848,258282,1677542,15396.455051498,0.715497014890701,TESSy
Austria,AT,2021-W06,subnational,AT12,Niederösterreich,1959,318684,1677542,18997.08025194,0.61471551756599,TESSy
Austria,AT,2021-W07,subnational,AT12,Niederösterreich,2670,326192,1677542,19444.6398361412,0.818536322166086,TESSy
Austria,AT,2021-W08,subnational,AT12,Niederösterreich,3323,322101,1677542,19200.7711282341,1.03166398117361,TESSy
Austria,AT,2021-W09,subnational,AT12,Niederösterreich,3624,365049,1677542,21760.9454785633,0.992743439921764,TESSy
Austria,AT,2021-W10,subnational,AT12,Niederösterreich,3846,401382,1677542,23926.7928910275,0.958189455431484,TESSy
Austria,AT,2021-W11,subnational,AT12,Niederösterreich,4680,450719,1677542,26867.8220873159,1.03834096188534,TESSy
Austria,AT,2021-W12,subnational,AT12,Niederösterreich,4670,506134,1677542,30171.1671004362,0.922680554951851,TESSy
Austria,AT,2021-W13,subnational,AT12,Niederösterreich,4633,542963,1677542,32366.581581862,0.85328097863022,TESSy
Austria,AT,2021-W14,subnational,AT12,Niederösterreich,3200,483102,1677542,28798.2059465575,0.66238599716002,TESSy
Austria,AT,2021-W15,subnational,AT12,Niederösterreich,2686,500100,1677542,29811.474168754,0.537092581483703,TESSy
Austria,AT,2021-W16,subnational,AT12,Niederösterreich,2017,443842,1677542,26457.8770606042,0.454440994768409,TESSy
Austria,AT,2021-W17,subnational,AT12,Niederösterreich,1670,352619,1677542,21019.980423739,0.473598983605535,TESSy
Austria,AT,2021-W18,subnational,AT12,Niederösterreich,1135,917015,1677542,54664.2051286942,0.123771148781645,TESSy
Austria,AT,2021-W19,subnational,AT12,Niederösterreich,776,730309,1677542,43534.4688836405,0.106256392841934,TESSy
Austria,AT,2021-W20,subnational,AT12,Niederösterreich,629,1034421,1677542,61662.8972627809,0.060806963509055,TESSy
Austria,AT,2021-W21,subnational,AT12,Niederösterreich,582,587413,1677542,35016.291693442,0.099078501837719,TESSy
Austria,AT,2021-W22,subnational,AT12,Niederösterreich,397,559875,1677542,33374.7232558112,0.070908684974325,TESSy
Austria,AT,2021-W23,subnational,AT12,Niederösterreich,292,817513,1677542,48732.78880648,0.035718086440216,TESSy
Austria,AT,2021-W24,subnational,AT12,Niederösterreich,163,1051554,1677542,62684.2129735053,0.015500868238816,TESSy
Austria,AT,2021-W25,subnational,AT12,Niederösterreich,113,974045,1677542,58063.8219490183,0.011601106725049,TESSy
Austria,AT,2021-W26,subnational,AT12,Niederösterreich,105,899042,1677542,53592.8161560187,0.011679098418094,TESSy
Austria,AT,2021-W27,subnational,AT12,Niederösterreich,135,597211,1677542,35600.3605274861,0.022605075927938,TESSy
Austria,AT,2021-W28,subnational,AT12,Niederösterreich,270,528650,1677542,31513.3689648307,0.051073489075948,TESSy
Austria,AT,2021-W29,subnational,AT12,Niederösterreich,277,450797,1677542,26872.4717473542,0.061446726575377,TESSy
Austria,AT,2021-W30,subnational,AT12,Niederösterreich,455,490730,1677542,29252.9188538946,0.092719010453814,TESSy
Austria,AT,2021-W31,subnational,AT12,Niederösterreich,494,403204,1677542,24035.4041806405,0.122518625807284,TESSy
Austria,AT,2021-W32,subnational,AT12,Niederösterreich,848,434934,1677542,25926.8620398178,0.19497211071105,TESSy
Austria,AT,2021-W33,subnational,AT12,Niederösterreich,1172,465080,1677542,27723.8960336015,0.251999655973166,TESSy
Austria,AT,2021-W34,subnational,AT12,Niederösterreich,1321,449839,1677542,26815.3643843194,0.293660620799886,TESSy
Austria,AT,2021-W35,subnational,AT12,Niederösterreich,1671,449863,1677542,26816.7950489466,0.371446418131742,TESSy
Austria,AT,2021-W36,subnational,AT12,Niederösterreich,2584,615185,1677542,36671.8091111877,0.420036249258353,TESSy
Austria,AT,2021-W37,subnational,AT12,Niederösterreich,2351,411088,1677542,24505.3775106674,0.5718970147511,TESSy
Austria,AT,2021-W38,subnational,AT12,Niederösterreich,1955,437443,1677542,26076.4261043837,0.446915369545289,TESSy
Austria,AT,2021-W39,subnational,AT12,Niederösterreich,1876,410232,1677542,24454.3504722982,0.457302209481464,TESSy
Austria,AT,2021-W40,subnational,AT12,Niederösterreich,2100,554078,1677542,33029.1581373224,0.379008009702605,TESSy
Austria,AT,2021-W41,subnational,AT12,Niederösterreich,3151,557038,1677542,33205.6067746739,0.565670564665247,TESSy
Austria,AT,2021-W42,subnational,AT12,Niederösterreich,4804,550609,1677542,32822.3674876695,0.872488462774855,TESSy
Austria,AT,2021-W43,subnational,AT12,Niederösterreich,7007,531204,1677542,31665.6155255725,1.31907892259847,TESSy
Austria,AT,2021-W44,subnational,AT12,Niederösterreich,10937,781453,1677542,46583.2152041499,1.39957233512444,TESSy
Austria,AT,2021-W45,subnational,AT12,Niederösterreich,14918,450650,1677542,26863.7089265127,3.31032952402086,TESSy
Austria,AT,2020-W50,subnational,AT13,Wien,3214,55241,1897491,2911.26545527752,5.81814232182618,TESSy
Austria,AT,2020-W51,subnational,AT13,Wien,2400,68996,1897491,3636.17007933108,3.47846251956635,TESSy
Austria,AT,2020-W52,subnational,AT13,Wien,2209,62050,1897491,3270.10773700639,3.56003223207091,TESSy
Austria,AT,2020-W53,subnational,AT13,Wien,2232,23023,1897491,1213.33908830134,9.69465317291404,TESSy
Austria,AT,2021-W01,subnational,AT13,Wien,2433,29669,1897491,1563.59107895637,8.20047861404159,TESSy
Austria,AT,2021-W02,subnational,AT13,Wien,2031,177703,1897491,9365.15640917401,1.14291823998469,TESSy
Austria,AT,2021-W03,subnational,AT13,Wien,1812,120179,1897491,6333.57417769043,1.50775093818388,TESSy
Austria,AT,2021-W04,subnational,AT13,Wien,1852,145020,1897491,7642.72399710987,1.27706523238174,TESSy
Austria,AT,2021-W05,subnational,AT13,Wien,1696,210918,1897491,11115.6258448657,0.80410396457391,TESSy
Austria,AT,2021-W06,subnational,AT13,Wien,2058,309630,1897491,16317.863958248,0.664664276717372,TESSy
Austria,AT,2021-W07,subnational,AT13,Wien,2582,307974,1897491,16230.5908170315,0.838382460857085,TESSy
Austria,AT,2021-W08,subnational,AT13,Wien,3459,312457,1897491,16466.8501721484,1.10703232764828,TESSy
Austria,AT,2021-W09,subnational,AT13,Wien,4109,332156,1897491,17505.01056395,1.23706932886957,TESSy
Austria,AT,2021-W10,subnational,AT13,Wien,4590,340528,1897491,17946.2247778777,1.3479067800592,TESSy
Austria,AT,2021-W11,subnational,AT13,Wien,5849,279829,1897491,14747.316324557,2.09020508953682,TESSy
Austria,AT,2021-W12,subnational,AT13,Wien,6023,401947,1897491,21183.0780752056,1.49845626413433,TESSy
Austria,AT,2021-W13,subnational,AT13,Wien,5647,427862,1897491,22548.8289536024,1.31981807218215,TESSy
Austria,AT,2021-W14,subnational,AT13,Wien,4765,365544,1897491,19264.5973024378,1.30353664675114,TESSy
Austria,AT,2021-W15,subnational,AT13,Wien,4554,497972,1897491,26243.7081388001,0.914509249516037,TESSy
Austria,AT,2021-W16,subnational,AT13,Wien,3367,460823,1897491,24285.9122915471,0.730649294848565,TESSy
Austria,AT,2021-W17,subnational,AT13,Wien,2724,443669,1897491,23381.8763830764,0.613971226297082,TESSy
Austria,AT,2021-W18,subnational,AT13,Wien,1700,1230844,1897491,64866.9216349379,0.138116609415978,TESSy
Austria,AT,2021-W19,subnational,AT13,Wien,1156,982138,1897491,51759.8238937629,0.117702400273689,TESSy
Austria,AT,2021-W20,subnational,AT13,Wien,802,1447218,1897491,76270.0850755023,0.055416668394119,TESSy
Austria,AT,2021-W21,subnational,AT13,Wien,587,1046619,1897491,55158.0481804657,0.056085356753508,TESSy
Austria,AT,2021-W22,subnational,AT13,Wien,552,1080529,1897491,56945.1449308587,0.051086088388188,TESSy
Austria,AT,2021-W23,subnational,AT13,Wien,562,1405709,1897491,74082.512117317,0.039979825127391,TESSy
Austria,AT,2021-W24,subnational,AT13,Wien,459,1315705,1897491,69339.1958117324,0.034886239696589,TESSy
Austria,AT,2021-W25,subnational,AT13,Wien,320,1146309,1897491,60411.8280402911,0.027915684165439,TESSy
Austria,AT,2021-W26,subnational,AT13,Wien,330,1172340,1897491,61783.6922546668,0.02814883054404,TESSy
Austria,AT,2021-W27,subnational,AT13,Wien,479,817411,1897491,43078.5178954736,0.058599651827538,TESSy
Austria,AT,2021-W28,subnational,AT13,Wien,690,750563,1897491,39555.5499340972,0.091930990469821,TESSy
Austria,AT,2021-W29,subnational,AT13,Wien,712,673637,1897491,35501.459558965,0.105694906900898,TESSy
Austria,AT,2021-W30,subnational,AT13,Wien,923,659251,1897491,34743.3004952329,0.140007372002469,TESSy
Austria,AT,2021-W31,subnational,AT13,Wien,970,503335,1897491,26526.3445254813,0.192714593660286,TESSy
Austria,AT,2021-W32,subnational,AT13,Wien,1605,453264,1897491,23887.5441306441,0.354098273853648,TESSy
Austria,AT,2021-W33,subnational,AT13,Wien,2313,598974,1897491,31566.6319365942,0.386160334171433,TESSy
Austria,AT,2021-W34,subnational,AT13,Wien,2734,582867,1897491,30717.7741554505,0.469060694806877,TESSy
Austria,AT,2021-W35,subnational,AT13,Wien,3266,767002,1897491,40421.9045044219,0.425813752767268,TESSy
Austria,AT,2021-W36,subnational,AT13,Wien,4081,1025064,1897491,54022.0744130012,0.398121483146418,TESSy
Austria,AT,2021-W37,subnational,AT13,Wien,4034,1032947,1897491,54437.5177537074,0.390533105764381,TESSy
Austria,AT,2021-W38,subnational,AT13,Wien,3150,1061482,1897491,55941.3457033525,0.29675491435559,TESSy
Austria,AT,2021-W39,subnational,AT13,Wien,2965,1036557,1897491,54627.7689854656,0.286043121603539,TESSy
Austria,AT,2021-W40,subnational,AT13,Wien,2743,1085588,1897491,57211.7601611813,0.252674126832647,TESSy
Austria,AT,2021-W41,subnational,AT13,Wien,2530,1188976,1897491,62660.4289559213,0.212788147111464,TESSy
Austria,AT,2021-W42,subnational,AT13,Wien,3437,1089606,1897491,57423.5134712101,0.315435120584872,TESSy
Austria,AT,2021-W43,subnational,AT13,Wien,4316,822113,1897491,43326.3188073092,0.524988657277041,TESSy
Austria,AT,2021-W44,subnational,AT13,Wien,7426,1386589,1897491,73074.8657042379,0.535558842598636,TESSy
Austria,AT,2021-W45,subnational,AT13,Wien,9477,1648201,1897491,86862.1247742414,0.574990550303027,TESSy
Austria,AT,2020-W50,subnational,AT21,Kärnten,1577,6296,560939,1122.40368382302,25.0476493011436,TESSy
Austria,AT,2020-W51,subnational,AT21,Kärnten,1315,7398,560939,1318.8599829928,17.7750743444174,TESSy
Austria,AT,2020-W52,subnational,AT21,Kärnten,1181,3032,560939,540.522231472584,38.9511873350924,TESSy
Austria,AT,2020-W53,subnational,AT21,Kärnten,1230,4305,560939,767.463128789405,28.5714285714286,TESSy
Austria,AT,2021-W01,subnational,AT21,Kärnten,1328,5167,560939,921.13402705107,25.7015676407974,TESSy
Austria,AT,2021-W02,subnational,AT21,Kärnten,878,116825,560939,20826.6852545464,0.751551465867751,TESSy
Austria,AT,2021-W03,subnational,AT21,Kärnten,879,129582,560939,23100.9075853168,0.678334953928786,TESSy
Austria,AT,2021-W04,subnational,AT21,Kärnten,714,24345,560939,4340.04410461744,2.9328404189772,TESSy
Austria,AT,2021-W05,subnational,AT21,Kärnten,719,30233,560939,5389.71260689665,2.37819601098138,TESSy
Austria,AT,2021-W06,subnational,AT21,Kärnten,720,42797,560939,7629.52834443674,1.68236091314812,TESSy
Austria,AT,2021-W07,subnational,AT21,Kärnten,802,59246,560939,10561.932759177,1.35367788542686,TESSy
Austria,AT,2021-W08,subnational,AT21,Kärnten,968,87636,560939,15623.0891416001,1.10456889862614,TESSy
Austria,AT,2021-W09,subnational,AT21,Kärnten,1030,38228,560939,6815.0012746484,2.69436015486031,TESSy
Austria,AT,2021-W10,subnational,AT21,Kärnten,1183,71611,560939,12766.2722684641,1.65198084093226,TESSy
Austria,AT,2021-W11,subnational,AT21,Kärnten,1027,90995,560939,16221.90648181,1.12863344139788,TESSy
Austria,AT,2021-W12,subnational,AT21,Kärnten,1133,60488,560939,10783.3472088765,1.8730987964555,TESSy
Austria,AT,2021-W13,subnational,AT21,Kärnten,1167,87049,560939,15518.443181879,1.34062424611426,TESSy
Austria,AT,2021-W14,subnational,AT21,Kärnten,1175,51911,560939,9254.3039439226,2.26348943383868,TESSy
Austria,AT,2021-W15,subnational,AT21,Kärnten,1074,63094,560939,11247.9253537372,1.70222208133896,TESSy
Austria,AT,2021-W16,subnational,AT21,Kärnten,942,69331,560939,12359.810959837,1.3586995716202,TESSy
